200
s132 t200
t200 t4
t200 t34
t200 t114
t200 t126
t200 t201
s109 t201
t201 t92
t201 t116
t201 t165
t201 t14
t201 t41
t201 t60
t201 t15
t201 t202
s4 t202
s1 t202
s80 t202
t202 t195
t202 t203
s47 t203
s60 t203
s37 t203
t203 t44
t203 t204
s89 t204
t204 t198
t204 t205
s111 t205
t205 t167
t205 t62
t205 t206
s154 t206
t206 t139
t206 t207
s68 t207
t207 t54
t207 t208
s159 t208
s126 t208
t208 t10
t208 t132
t208 t209
s56 t209
t209 t76
t209 t1
t209 t210
s196 t210
t210 t55
t210 t97
t210 t211
s35 t211
s187 t211
s72 t211
t211 t45
t211 t212
s6 t212
t212 t119
t212 t213
s181 t213
s104 t213
s97 t213
t213 t143
t213 t214
s22 t214
t214 t11
t214 t215
s79 t215
s100 t215
s36 t215
t215 t36
t215 t216
s143 t216
t216 t56
t216 t217
s41 t217
t217 t141
t217 t218
s119 t218
s93 t218
t218 t123
t218 t219
s127 t219
s148 t219
s194 t219
t219 t50
t219 t220
s186 t220
t220 t70
t220 t221
s157 t221
s13 t221
s57 t221
s112 t221
s108 t221
t221 t35
t221 t222
s151 t222
s185 t222
s168 t222
s39 t222
s30 t222
s0 t222
t222 t188
t222 t223
s45 t223
s133 t223
t223 t9
t223 t169
t223 t224
s125 t224
t224 t51
t224 t134
t224 t225
s51 t225
t225 t174
t225 t226
s12 t226
t226 t199
t226 t89
t226 t227
s61 t227
t227 t93
t227 t228
s113 t228
t228 t118
t228 t229
s140 t229
s167 t229
t229 t74
t229 t230
s84 t230
s15 t230
t230 t154
t230 t231
s91 t231
t231 t67
t231 t232
s17 t232
s86 t232
s175 t232
t232 t194
t232 t233
s176 t233
t233 t110
t233 t142
t233 t100
t233 t133
t233 t162
t233 t168
t233 t234
s161 t234
t234 t3
t234 t235
s63 t235
s7 t235
t235 t102
t235 t236
s183 t236
t236 t184
t236 t138
t236 t237
s131 t237
t237 t46
t237 t238
s59 t238
t238 t98
t238 t239
s120 t239
t239 t177
t239 t240
s102 t240
s115 t240
