1000
s598 t1000
t1000 t204
t1000 t55
t1000 t1001
s654 t1001
t1001 t161
t1001 t1002
s471 t1002
t1002 t11
t1002 t1003
s973 t1003
t1003 t805
t1003 t408
t1003 t804
t1003 t942
t1003 t1004
s508 t1004
s182 t1004
s146 t1004
s448 t1004
t1004 t213
t1004 t173
t1004 t1005
s187 t1005
t1005 t577
t1005 t1006
s619 t1006
t1006 t719
t1006 t1007
s610 t1007
t1007 t415
t1007 t1008
s340 t1008
s958 t1008
s160 t1008
s414 t1008
t1008 t43
t1008 t14
t1008 t824
t1008 t945
t1008 t1009
s673 t1009
s743 t1009
s622 t1009
s957 t1009
t1009 t814
t1009 t1010
s799 t1010
t1010 t662
t1010 t1011
s66 t1011
t1011 t760
t1011 t1012
s887 t1012
t1012 t390
t1012 t1013
s806 t1013
s726 t1013
t1013 t174
t1013 t1014
s979 t1014
s675 t1014
t1014 t839
t1014 t967
t1014 t1015
s954 t1015
t1015 t770
t1015 t1016
s119 t1016
t1016 t893
t1016 t1017
s244 t1017
t1017 t72
t1017 t227
t1017 t1018
s44 t1018
t1018 t666
t1018 t1019
s289 t1019
t1019 t960
t1019 t18
t1019 t1020
s11 t1020
s747 t1020
s385 t1020
s951 t1020
t1020 t461
t1020 t1021
s805 t1021
t1021 t948
t1021 t191
t1021 t1022
s5 t1022
s336 t1022
t1022 t329
t1022 t1023
s452 t1023
s466 t1023
s870 t1023
t1023 t920
t1023 t304
t1023 t1024
s883 t1024
t1024 t41
t1024 t1025
s560 t1025
t1025 t730
t1025 t1026
s232 t1026
s897 t1026
s778 t1026
t1026 t915
t1026 t655
t1026 t819
t1026 t1027
s621 t1027
t1027 t808
t1027 t909
t1027 t1028
s898 t1028
s228 t1028
t1028 t437
t1028 t488
t1028 t15
t1028 t1029
s833 t1029
t1029 t764
t1029 t286
t1029 t1030
s225 t1030
t1030 t892
t1030 t289
t1030 t1031
s643 t1031
t1031 t663
t1031 t1032
s346 t1032
t1032 t709
t1032 t1033
s507 t1033
t1033 t736
t1033 t980
t1033 t1034
s77 t1034
s267 t1034
t1034 t398
t1034 t1035
s378 t1035
s166 t1035
t1035 t723
t1035 t1036
s557 t1036
t1036 t584
t1036 t1037
s594 t1037
t1037 t834
t1037 t1038
s129 t1038
s516 t1038
t1038 t176
t1038 t547
t1038 t139
t1038 t477
t1038 t1039
s196 t1039
s462 t1039
s690 t1039
t1039 t520
t1039 t1040
s838 t1040
t1040 t800
t1040 t1041
s27 t1041
t1041 t725
t1041 t1042
s167 t1042
s904 t1042
t1042 t664
t1042 t1043
s419 t1043
s602 t1043
t1043 t489
t1043 t86
t1043 t1044
s498 t1044
t1044 t123
t1044 t905
t1044 t796
t1044 t1045
s620 t1045
t1045 t860
t1045 t369
t1045 t36
t1045 t1046
s531 t1046
t1046 t263
t1046 t320
t1046 t1047
s914 t1047
t1047 t733
t1047 t1048
s526 t1048
t1048 t266
t1048 t993
t1048 t1049
s361 t1049
s148 t1049
t1049 t116
t1049 t1050
s69 t1050
t1050 t347
t1050 t374
t1050 t497
t1050 t1051
s925 t1051
s888 t1051
t1051 t998
t1051 t342
t1051 t1052
s88 t1052
s849 t1052
t1052 t557
t1052 t1053
s843 t1053
t1053 t322
t1053 t354
t1053 t617
t1053 t660
t1053 t978
t1053 t1054
s605 t1054
s831 t1054
t1054 t391
t1054 t1055
s874 t1055
t1055 t476
t1055 t616
t1055 t197
t1055 t724
t1055 t239
t1055 t632
t1055 t1056
s664 t1056
s56 t1056
t1056 t641
t1056 t1057
s780 t1057
s597 t1057
s305 t1057
t1057 t771
t1057 t422
t1057 t1058
s567 t1058
s827 t1058
t1058 t673
t1058 t1059
s316 t1059
t1059 t93
t1059 t1060
s32 t1060
t1060 t296
t1060 t188
t1060 t1061
s672 t1061
t1061 t996
t1061 t1062
s860 t1062
t1062 t528
t1062 t614
t1062 t1063
s974 t1063
t1063 t620
t1063 t549
t1063 t331
t1063 t1064
s426 t1064
t1064 t852
t1064 t1065
s424 t1065
t1065 t748
t1065 t737
t1065 t1066
s692 t1066
s712 t1066
t1066 t442
t1066 t1067
s135 t1067
s851 t1067
t1067 t507
t1067 t1068
s432 t1068
s300 t1068
