200
s102 t200
t200 t130
t200 t201
s184 t201
t201 t11
t201 t202
s73 t202
t202 t20
t202 t124
t202 t168
t202 t140
t202 t188
t202 t203
s26 t203
t203 t51
t203 t204
s33 t204
t204 t123
t204 t165
t204 t205
s143 t205
s145 t205
t205 t99
t205 t206
s96 t206
t206 t134
t206 t207
s120 t207
t207 t159
t207 t42
t207 t208
s36 t208
t208 t89
t208 t209
s82 t209
t209 t112
t209 t131
t209 t35
t209 t152
t209 t210
s182 t210
t210 t10
t210 t211
s154 t211
t211 t108
t211 t212
s0 t212
t212 t116
t212 t30
t212 t50
t212 t213
s44 t213
t213 t79
t213 t214
s108 t214
t214 t114
t214 t215
s54 t215
s83 t215
t215 t107
t215 t216
s158 t216
s61 t216
s112 t216
s109 t216
t216 t22
t216 t217
s107 t217
s138 t217
t217 t72
t217 t218
s81 t218
s172 t218
s101 t218
t218 t0
t218 t29
t218 t219
s177 t219
s146 t219
t219 t58
t219 t155
t219 t220
s75 t220
t220 t157
t220 t221
s9 t221
t221 t171
t221 t222
s170 t222
t222 t178
t222 t223
s193 t223
s41 t223
t223 t101
t223 t118
t223 t170
t223 t27
t223 t110
t223 t224
s63 t224
s180 t224
t224 t149
t224 t102
t224 t166
t224 t24
t224 t225
s140 t225
t225 t153
t225 t3
t225 t52
t225 t226
s21 t226
t226 t145
t226 t227
s13 t227
s72 t227
t227 t73
t227 t96
t227 t228
s161 t228
t228 t12
t228 t229
s176 t229
s148 t229
s186 t229
t229 t194
t229 t230
s135 t230
t230 t48
t230 t231
s12 t231
s118 t231
t231 t156
t231 t232
s175 t232
t232 t78
t232 t105
t232 t233
s30 t233
s42 t233
t233 t80
t233 t234
s23 t234
s56 t234
t234 t81
t234 t7
t234 t235
s98 t235
t235 t181
t235 t236
s95 t236
t236 t93
t236 t237
s104 t237
t237 t190
t237 t238
s37 t238
t238 t121
t238 t239
s129 t239
t239 t55
t239 t82
t239 t240
s168 t240
t240 t154
t240 t241
s57 t241
t241 t186
t241 t242
s188 t242
s71 t242
t242 t66
t242 t243
s5 t243
t243 t91
t243 t244
s169 t244
t244 t45
t244 t245
s132 t245
t245 t138
t245 t246
s136 t246
s126 t246
t246 t19
t246 t247
s127 t247
t247 t161
t247 t195
t247 t248
s93 t248
t248 t98
t248 t13
t248 t249
s29 t249
t249 t33
t249 t250
s52 t250
t250 t148
t250 t251
s18 t251
t251 t14
t251 t64
t251 t41
t251 t141
t251 t252
s16 t252
t252 t176
t252 t253
s17 t253
s173 t253
s164 t253
s197 t253
t253 t5
t253 t254
s155 t254
s128 t254
s59 t254
s19 t254
s171 t254
t254 t139
t254 t255
s32 t255
t255 t1
t255 t256
s34 t256
