200
s142 t200
t200 t22
t200 t190
t200 t201
s175 t201
t201 t11
t201 t82
t201 t51
t201 t202
s88 t202
t202 t77
t202 t203
s111 t203
s21 t203
t203 t54
t203 t157
t203 t193
t203 t74
t203 t204
s115 t204
t204 t95
t204 t7
t204 t205
s114 t205
t205 t138
t205 t161
t205 t206
s162 t206
t206 t188
t206 t207
s34 t207
s36 t207
t207 t36
t207 t39
t207 t48
t207 t113
t207 t5
t207 t208
s137 t208
s99 t208
t208 t67
t208 t49
t208 t209
s198 t209
s31 t209
t209 t80
t209 t81
t209 t197
t209 t210
s158 t210
t210 t16
t210 t211
s18 t211
t211 t40
t211 t172
t211 t212
s160 t212
t212 t182
t212 t213
s167 t213
t213 t146
t213 t214
s113 t214
s118 t214
t214 t35
t214 t215
s188 t215
s61 t215
s164 t215
t215 t124
t215 t216
s17 t216
s100 t216
t216 t105
t216 t89
t216 t217
s165 t217
t217 t194
t217 t57
t217 t218
s151 t218
t218 t41
t218 t177
t218 t219
s107 t219
s96 t219
t219 t52
t219 t220
s152 t220
t220 t164
t220 t160
t220 t59
t220 t61
t220 t221
s38 t221
s143 t221
s148 t221
t221 t144
t221 t9
t221 t58
t221 t53
t221 t222
s145 t222
s71 t222
t222 t56
t222 t73
t222 t223
s103 t223
s43 t223
s7 t223
t223 t163
t223 t224
s79 t224
t224 t122
t224 t225
s129 t225
s150 t225
t225 t169
t225 t226
s108 t226
s197 t226
t226 t23
t226 t227
s78 t227
s173 t227
t227 t142
t227 t228
s112 t228
t228 t78
t228 t229
s156 t229
t229 t98
t229 t111
t229 t191
t229 t230
s33 t230
s1 t230
s104 t230
t230 t159
t230 t231
s91 t231
t231 t4
t231 t110
t231 t232
s131 t232
t232 t0
t232 t158
t232 t233
s95 t233
s55 t233
t233 t196
t233 t234
s39 t234
s139 t234
s67 t234
s94 t234
t234 t12
t234 t235
s26 t235
s68 t235
s52 t235
t235 t17
t235 t236
s126 t236
s106 t236
t236 t175
t236 t237
s10 t237
s6 t237
t237 t13
t237 t109
t237 t238
s149 t238
s135 t238
t238 t148
t238 t239
s60 t239
t239 t184
t239 t240
s89 t240
t240 t129
t240 t168
t240 t241
s133 t241
s25 t241
s83 t241
t241 t70
t241 t179
t241 t242
s40 t242
s178 t242
s116 t242
s189 t242
t242 t131
t242 t32
t242 t8
t242 t50
t242 t243
s154 t243
t243 t28
t243 t2
t243 t244
s3 t244
s132 t244
t244 t134
t244 t245
s130 t245
s49 t245
s76 t245
t245 t147
t245 t246
s124 t246
s195 t246
t246 t171
t246 t247
s163 t247
t247 t10
t247 t248
s20 t248
t248 t75
t248 t249
s157 t249
t249 t93
t249 t155
t249 t250
s136 t250
t250 t178
t250 t251
s50 t251
t251 t127
t251 t252
s4 t252
s161 t252
t252 t153
